Job_ID,Task_Start_Time,Task_End_Time,CPU_Utilization (%),Memory_Consumption (MB),Task_Execution_Time (ms),System_Throughput (tasks/sec),Task_Waiting_Time (ms),Data_Source,Number_of_Active_Users,Network_Bandwidth_Utilization (Mbps),Job_Priority,Scheduler_Type,Resource_Allocation_Type,Error_Rate (%)
JOB_4514,2024-01-04 03:13:00,2024-01-04 03:13:00,60.05,7534,4564,5.99,311,Cloud,3965,948.76,Medium,ASB-Dynamic-CapsNet,Dynamic,2.67
JOB_4515,2024-01-04 03:14:00,2024-01-04 03:14:00,54.04,7809,3274,8.97,931,Cloud,3302,98.92,Medium,Priority-Based,Static,1.73
JOB_4516,2024-01-04 03:15:00,2024-01-04 03:15:00,42.59,6687,3728,5.1,356,Enterprise DB,3799,944.03,Low,FCFS,Dynamic,0.36
JOB_4517,2024-01-04 03:16:00,2024-01-04 03:16:00,51.71,4739,881,9.3,417,IoT,793,834.96,Medium,Priority-Based,Static,2.38
JOB_4518,2024-01-04 03:17:00,2024-01-04 03:17:00,81.73,4436,666,3.86,142,Enterprise DB,2815,683.9,Low,Priority-Based,Static,2.86
JOB_4519,2024-01-04 03:18:00,2024-01-04 03:18:00,25.7,4928,4722,7.38,691,Cloud,3988,913.18,High,Priority-Based,Dynamic,3.06
JOB_4520,2024-01-04 03:19:00,2024-01-04 03:19:00,11.81,5593,4232,3.36,623,IoT,2561,147.83,Medium,Priority-Based,Dynamic,0.37
JOB_4521,2024-01-04 03:20:00,2024-01-04 03:20:00,78.93,1919,4373,0.51,997,Social Media,1123,184.55,High,FCFS,Static,2.42
JOB_4522,2024-01-04 03:21:00,2024-01-04 03:21:00,56.17,4650,738,4.11,115,Enterprise DB,3267,259.63,High,FCFS,Static,3.28
JOB_4523,2024-01-04 03:22:00,2024-01-04 03:22:00,81.25,1830,3800,7.51,180,Social Media,4443,252.36,High,FCFS,Static,4.81
JOB_4524,2024-01-04 03:23:00,2024-01-04 03:23:00,57.76,3417,4267,1.93,649,Social Media,2242,317.74,Low,ASB-Dynamic-CapsNet,Dynamic,0.13
JOB_4525,2024-01-04 03:24:00,2024-01-04 03:24:00,74.81,1946,2499,5.3,259,Social Media,65,579.87,Low,Priority-Based,Dynamic,3.38
JOB_4526,2024-01-04 03:25:00,2024-01-04 03:25:00,44.37,1940,2770,2.52,553,Social Media,3603,37.89,Low,Priority-Based,Dynamic,0.31
JOB_4527,2024-01-04 03:26:00,2024-01-04 03:26:00,69.99,4244,1272,1.21,737,IoT,156,388.45,Low,FCFS,Static,0.79
JOB_4528,2024-01-04 03:27:00,2024-01-04 03:27:00,83.04,3344,1820,6.37,271,Enterprise DB,4364,253.92,High,FCFS,Dynamic,0.87
JOB_4529,2024-01-04 03:28:00,2024-01-04 03:28:00,55.77,6968,204,9.54,851,IoT,3018,610.56,Low,Priority-Based,Static,1.64
JOB_4530,2024-01-04 03:29:00,2024-01-04 03:29:00,24.46,6329,1782,3.45,503,Enterprise DB,4516,985.32,High,Priority-Based,Static,4.16
JOB_4531,2024-01-04 03:30:00,2024-01-04 03:30:00,31.5,6290,4416,6.02,253,Enterprise DB,3095,522.48,High,ASB-Dynamic-CapsNet,Static,4.28
JOB_4532,2024-01-04 03:31:00,2024-01-04 03:31:00,25.89,4675,1949,9.56,460,Enterprise DB,2907,431.43,Low,Priority-Based,Dynamic,1.87
JOB_4533,2024-01-04 03:32:00,2024-01-04 03:32:00,29.75,7698,962,6.68,912,IoT,4399,374.56,High,FCFS,Dynamic,2.16
JOB_4534,2024-01-04 03:33:00,2024-01-04 03:33:00,34.51,5580,3545,6.89,806,Cloud,1478,787.1,Low,ASB-Dynamic-CapsNet,Static,1.09
JOB_4535,2024-01-04 03:34:00,2024-01-04 03:34:00,54.41,7779,2665,2.2,299,Social Media,2058,81.26,High,Round Robin,Static,2.16
JOB_4536,2024-01-04 03:35:00,2024-01-04 03:35:00,57.04,7201,398,5.18,272,Cloud,3151,960.17,Medium,Round Robin,Static,1.37
JOB_4537,2024-01-04 03:36:00,2024-01-04 03:36:00,44.12,1364,3008,3.99,858,Cloud,3686,423.74,Low,Priority-Based,Static,0.87
JOB_4538,2024-01-04 03:37:00,2024-01-04 03:37:00,59.23,7360,4237,4.97,854,Cloud,3521,320.56,High,FCFS,Dynamic,0.79
JOB_4539,2024-01-04 03:38:00,2024-01-04 03:38:00,16.53,6183,870,8.11,323,Social Media,3081,974.33,Low,Priority-Based,Dynamic,3.88
JOB_4540,2024-01-04 03:39:00,2024-01-04 03:39:00,17.02,971,2639,4.88,94,Cloud,2971,936.52,High,FCFS,Static,0.58
JOB_4541,2024-01-04 03:40:00,2024-01-04 03:40:00,23.75,6717,1562,1.1,424,Social Media,4495,645.51,Low,FCFS,Dynamic,3.08
JOB_4542,2024-01-04 03:41:00,2024-01-04 03:41:00,51.45,6172,3954,9.1,338,Social Media,928,28.32,Medium,FCFS,Dynamic,0.84
JOB_4543,2024-01-04 03:42:00,2024-01-04 03:42:00,27.12,2002,3218,5.68,54,Social Media,2562,751.05,Medium,Round Robin,Dynamic,4.19
JOB_4544,2024-01-04 03:43:00,2024-01-04 03:43:00,32.66,5184,2232,9.28,824,Enterprise DB,360,342.2,Low,Priority-Based,Dynamic,1.37
JOB_4545,2024-01-04 03:44:00,2024-01-04 03:44:00,42.03,1910,1809,5.94,342,Enterprise DB,1164,394.4,Low,Priority-Based,Static,0.22
JOB_4546,2024-01-04 03:45:00,2024-01-04 03:45:00,74.95,4270,1090,1.16,474,Cloud,1371,167.15,High,Round Robin,Dynamic,2.26
JOB_4547,2024-01-04 03:46:00,2024-01-04 03:46:00,11.11,2405,810,5.75,209,Enterprise DB,3446,528.22,High,FCFS,Static,5.0
JOB_4548,2024-01-04 03:47:00,2024-01-04 03:47:00,61.95,5159,4404,5.97,210,Social Media,4425,747.11,Low,ASB-Dynamic-CapsNet,Dynamic,4.07
JOB_4549,2024-01-04 03:48:00,2024-01-04 03:48:00,63.51,4501,138,2.54,338,Enterprise DB,1016,280.28,Medium,ASB-Dynamic-CapsNet,Static,2.85
JOB_4550,2024-01-04 03:49:00,2024-01-04 03:49:00,73.89,4004,1375,4.97,689,Social Media,3239,939.35,Medium,Round Robin,Static,0.95
JOB_4551,2024-01-04 03:50:00,2024-01-04 03:50:00,84.62,3983,4957,4.86,249,IoT,744,202.79,Low,ASB-Dynamic-CapsNet,Dynamic,0.59
JOB_4552,2024-01-04 03:51:00,2024-01-04 03:51:00,11.61,5062,1536,6.42,893,Enterprise DB,2664,75.6,High,FCFS,Dynamic,4.19
JOB_4553,2024-01-04 03:52:00,2024-01-04 03:52:00,22.3,1098,3093,2.97,807,Cloud,320,647.92,Low,FCFS,Dynamic,3.94
JOB_4554,2024-01-04 03:53:00,2024-01-04 03:53:00,80.89,6240,1569,6.03,711,IoT,1461,850.83,Low,Priority-Based,Dynamic,2.31
JOB_4555,2024-01-04 03:54:00,2024-01-04 03:54:00,46.68,1491,2199,2.79,592,IoT,3077,953.6,Medium,FCFS,Static,2.11
JOB_4556,2024-01-04 03:55:00,2024-01-04 03:55:00,55.17,2432,473,4.74,666,Enterprise DB,3174,769.5,Medium,FCFS,Static,3.74
JOB_4557,2024-01-04 03:56:00,2024-01-04 03:56:00,63.04,3284,4351,1.67,368,Enterprise DB,1803,207.65,High,FCFS,Dynamic,2.68
JOB_4558,2024-01-04 03:57:00,2024-01-04 03:57:00,64.33,3541,4125,0.85,910,Cloud,4986,977.88,High,ASB-Dynamic-CapsNet,Static,2.02
JOB_4559,2024-01-04 03:58:00,2024-01-04 03:58:00,84.54,6891,1213,3.55,730,IoT,1871,920.24,Low,ASB-Dynamic-CapsNet,Static,1.26
JOB_4560,2024-01-04 03:59:00,2024-01-04 03:59:00,89.76,6200,2826,3.11,369,Social Media,4385,171.54,Low,Round Robin,Dynamic,0.61
JOB_4561,2024-01-04 04:00:00,2024-01-04 04:00:00,67.61,7787,2498,4.37,387,Enterprise DB,3335,563.2,Low,Round Robin,Dynamic,2.97
JOB_4562,2024-01-04 04:01:00,2024-01-04 04:01:00,32.98,566,3334,9.64,394,IoT,410,559.96,Low,ASB-Dynamic-CapsNet,Static,4.13
JOB_4563,2024-01-04 04:02:00,2024-01-04 04:02:00,80.38,7216,1365,5.46,729,IoT,3485,448.11,Medium,Priority-Based,Dynamic,3.73
JOB_4564,2024-01-04 04:03:00,2024-01-04 04:03:00,13.94,3898,3223,5.76,474,Social Media,783,984.44,High,Priority-Based,Dynamic,3.48
JOB_4565,2024-01-04 04:04:00,2024-01-04 04:04:00,28.49,3250,753,9.45,231,IoT,901,69.03,High,ASB-Dynamic-CapsNet,Static,4.64
JOB_4566,2024-01-04 04:05:00,2024-01-04 04:05:00,81.79,969,4258,9.25,808,Enterprise DB,909,630.94,High,Round Robin,Static,1.97
JOB_4567,2024-01-04 04:06:00,2024-01-04 04:06:00,30.5,7136,608,8.9,684,Social Media,4846,213.25,High,Priority-Based,Dynamic,0.69
JOB_4568,2024-01-04 04:07:00,2024-01-04 04:07:00,27.65,2224,2439,1.43,374,Enterprise DB,1400,532.06,Medium,FCFS,Static,0.51
JOB_4569,2024-01-04 04:08:00,2024-01-04 04:08:00,21.05,7306,3262,6.53,81,Cloud,4134,781.94,Low,Priority-Based,Static,4.78
JOB_4570,2024-01-04 04:09:00,2024-01-04 04:09:00,78.73,6929,1787,8.18,249,IoT,2933,254.26,High,Priority-Based,Dynamic,2.94
JOB_4571,2024-01-04 04:10:00,2024-01-04 04:10:00,50.0,4485,1488,8.44,513,Enterprise DB,3597,399.43,High,Priority-Based,Static,4.05
JOB_4572,2024-01-04 04:11:00,2024-01-04 04:11:00,63.99,2131,2297,5.99,423,Enterprise DB,4968,951.26,Low,Round Robin,Dynamic,2.68
JOB_4573,2024-01-04 04:12:00,2024-01-04 04:12:00,29.13,6955,4011,0.67,136,Cloud,4242,763.87,Medium,Round Robin,Dynamic,1.99
JOB_4574,2024-01-04 04:13:00,2024-01-04 04:13:00,70.64,6952,3028,9.75,496,IoT,376,577.0,Medium,ASB-Dynamic-CapsNet,Static,1.0
JOB_4575,2024-01-04 04:14:00,2024-01-04 04:14:00,70.8,1274,4899,4.99,606,Enterprise DB,2170,229.78,High,Priority-Based,Static,4.28
JOB_4576,2024-01-04 04:15:00,2024-01-04 04:15:00,35.01,7764,615,4.24,536,Social Media,1043,431.05,High,Round Robin,Dynamic,0.32
JOB_4577,2024-01-04 04:16:00,2024-01-04 04:16:00,42.85,3512,3758,4.25,257,Enterprise DB,1816,776.32,High,Round Robin,Static,4.5
JOB_4578,2024-01-04 04:17:00,2024-01-04 04:17:00,26.78,5732,1933,4.53,491,Enterprise DB,4478,822.34,Medium,ASB-Dynamic-CapsNet,Static,1.03
JOB_4579,2024-01-04 04:18:00,2024-01-04 04:18:00,88.12,6607,129,2.8,321,Enterprise DB,1230,252.16,High,FCFS,Dynamic,0.05
JOB_4580,2024-01-04 04:19:00,2024-01-04 04:19:00,61.65,3003,3314,3.61,453,Enterprise DB,2014,665.44,Low,FCFS,Static,0.52
JOB_4581,2024-01-04 04:20:00,2024-01-04 04:20:00,84.76,1986,425,9.86,292,IoT,2831,104.05,Medium,Priority-Based,Static,4.42
JOB_4582,2024-01-04 04:21:00,2024-01-04 04:21:00,34.27,4519,3866,4.0,11,Enterprise DB,2955,32.98,Medium,FCFS,Static,0.37
JOB_4583,2024-01-04 04:22:00,2024-01-04 04:22:00,72.55,4727,4211,5.5,83,Cloud,148,553.19,Low,ASB-Dynamic-CapsNet,Dynamic,1.78
JOB_4584,2024-01-04 04:23:00,2024-01-04 04:23:00,71.27,1429,210,8.56,73,Enterprise DB,2829,232.14,Low,Round Robin,Static,1.25
JOB_4585,2024-01-04 04:24:00,2024-01-04 04:24:00,65.33,3512,206,5.51,782,Social Media,293,88.12,Medium,FCFS,Dynamic,0.18
JOB_4586,2024-01-04 04:25:00,2024-01-04 04:25:00,87.25,5524,2526,3.58,356,Social Media,4087,732.53,High,Priority-Based,Static,2.66
JOB_4587,2024-01-04 04:26:00,2024-01-04 04:26:00,41.48,6764,4478,5.48,333,Enterprise DB,1550,502.99,Medium,Priority-Based,Static,4.99
JOB_4588,2024-01-04 04:27:00,2024-01-04 04:27:00,20.46,5816,4464,1.58,248,Enterprise DB,2759,798.31,High,Round Robin,Dynamic,4.27
JOB_4589,2024-01-04 04:28:00,2024-01-04 04:28:00,63.74,2005,2631,1.74,406,Cloud,3103,667.3,Low,Priority-Based,Static,0.84
JOB_4590,2024-01-04 04:29:00,2024-01-04 04:29:00,68.34,5229,3244,7.09,346,Cloud,4512,732.51,High,ASB-Dynamic-CapsNet,Static,4.42
JOB_4591,2024-01-04 04:30:00,2024-01-04 04:30:00,56.0,3444,4793,9.22,350,IoT,3276,314.29,Low,FCFS,Static,2.26
JOB_4592,2024-01-04 04:31:00,2024-01-04 04:31:00,26.55,3319,898,7.39,288,IoT,1097,270.64,High,Priority-Based,Dynamic,1.37
JOB_4593,2024-01-04 04:32:00,2024-01-04 04:32:00,50.36,5658,2537,1.21,362,Social Media,4428,604.87,High,FCFS,Dynamic,3.2
JOB_4594,2024-01-04 04:33:00,2024-01-04 04:33:00,34.98,7209,2111,4.33,955,Enterprise DB,1365,208.08,Low,Round Robin,Dynamic,1.08
JOB_4595,2024-01-04 04:34:00,2024-01-04 04:34:00,44.2,7155,525,0.52,901,Enterprise DB,1436,817.26,High,FCFS,Static,4.4
JOB_4596,2024-01-04 04:35:00,2024-01-04 04:35:00,61.62,1684,3144,5.36,472,Cloud,3970,527.69,Medium,ASB-Dynamic-CapsNet,Dynamic,3.12
JOB_4597,2024-01-04 04:36:00,2024-01-04 04:36:00,69.62,788,3388,2.34,471,Cloud,1787,234.72,High,Round Robin,Static,0.68
JOB_4598,2024-01-04 04:37:00,2024-01-04 04:37:00,28.58,6843,3014,8.75,722,IoT,471,628.92,Medium,Priority-Based,Static,2.85
JOB_4599,2024-01-04 04:38:00,2024-01-04 04:38:00,42.43,2311,1339,1.49,302,IoT,3851,945.59,Low,Round Robin,Dynamic,2.55
JOB_4600,2024-01-04 04:39:00,2024-01-04 04:39:00,31.53,1027,3491,0.51,807,Social Media,1461,91.27,High,FCFS,Dynamic,2.36
JOB_4601,2024-01-04 04:40:00,2024-01-04 04:40:00,25.89,1416,4313,4.79,742,Cloud,3299,118.25,High,FCFS,Static,1.82
JOB_4602,2024-01-04 04:41:00,2024-01-04 04:41:00,72.67,2208,4097,1.98,416,Enterprise DB,4620,845.4,Medium,FCFS,Dynamic,2.37
JOB_4603,2024-01-04 04:42:00,2024-01-04 04:42:00,82.74,4074,3106,7.51,171,Cloud,2502,118.5,Medium,FCFS,Dynamic,2.93
JOB_4604,2024-01-04 04:43:00,2024-01-04 04:43:00,39.62,3819,3139,9.24,512,Cloud,2133,48.98,Low,Round Robin,Static,3.67
JOB_4605,2024-01-04 04:44:00,2024-01-04 04:44:00,70.1,1906,698,0.9,457,Cloud,4503,354.45,Medium,Round Robin,Static,4.59
JOB_4606,2024-01-04 04:45:00,2024-01-04 04:45:00,81.76,1741,2187,4.26,704,IoT,4703,472.04,Medium,FCFS,Static,0.22
JOB_4607,2024-01-04 04:46:00,2024-01-04 04:46:00,77.69,5706,1284,9.97,464,Enterprise DB,3728,573.75,Medium,Priority-Based,Dynamic,2.85
JOB_4608,2024-01-04 04:47:00,2024-01-04 04:47:00,24.63,7749,2850,7.46,894,Enterprise DB,1400,512.23,High,Round Robin,Static,3.76
JOB_4609,2024-01-04 04:48:00,2024-01-04 04:48:00,86.5,3633,2684,9.56,274,IoT,2417,914.05,High,ASB-Dynamic-CapsNet,Dynamic,0.58
JOB_4610,2024-01-04 04:49:00,2024-01-04 04:49:00,40.13,1298,4859,2.06,141,IoT,4883,770.98,High,Round Robin,Static,4.56
JOB_4611,2024-01-04 04:50:00,2024-01-04 04:50:00,37.14,2023,3613,2.6,843,Enterprise DB,3390,983.97,High,ASB-Dynamic-CapsNet,Dynamic,1.22
JOB_4612,2024-01-04 04:51:00,2024-01-04 04:51:00,14.99,7709,4845,1.97,129,Social Media,2622,481.69,High,Priority-Based,Dynamic,4.17
JOB_4613,2024-01-04 04:52:00,2024-01-04 04:52:00,48.89,4607,4154,3.37,901,Cloud,4170,93.49,Medium,ASB-Dynamic-CapsNet,Static,3.31
JOB_4614,2024-01-04 04:53:00,2024-01-04 04:53:00,18.72,5428,4483,7.38,228,Enterprise DB,3894,955.98,Medium,ASB-Dynamic-CapsNet,Dynamic,2.8
JOB_4615,2024-01-04 04:54:00,2024-01-04 04:54:00,29.88,3388,4036,2.07,426,IoT,689,14.07,High,Priority-Based,Dynamic,4.35
JOB_4616,2024-01-04 04:55:00,2024-01-04 04:55:00,35.36,3190,1799,5.48,681,Enterprise DB,1624,778.34,High,FCFS,Dynamic,4.85
JOB_4617,2024-01-04 04:56:00,2024-01-04 04:56:00,74.71,4591,4607,3.06,514,Cloud,3278,40.97,Low,Round Robin,Static,4.99
JOB_4618,2024-01-04 04:57:00,2024-01-04 04:57:00,80.04,7782,2675,8.38,309,Enterprise DB,4319,763.6,Low,Priority-Based,Dynamic,3.42
JOB_4619,2024-01-04 04:58:00,2024-01-04 04:58:00,34.2,1741,235,0.56,118,IoT,235,938.56,Medium,ASB-Dynamic-CapsNet,Static,1.7
JOB_4620,2024-01-04 04:59:00,2024-01-04 04:59:00,78.7,6268,2125,2.62,247,Social Media,1368,395.37,Low,FCFS,Static,4.37
JOB_4621,2024-01-04 05:00:00,2024-01-04 05:00:00,78.58,6749,3635,6.25,302,IoT,577,248.56,Medium,Round Robin,Dynamic,3.27
JOB_4622,2024-01-04 05:01:00,2024-01-04 05:01:00,71.17,1190,4954,1.42,996,Social Media,3309,234.02,Low,Priority-Based,Dynamic,1.62
JOB_4623,2024-01-04 05:02:00,2024-01-04 05:02:00,21.74,1027,2990,4.93,997,Cloud,3533,496.8,High,Round Robin,Static,4.66
JOB_4624,2024-01-04 05:03:00,2024-01-04 05:03:00,65.23,1995,2857,4.64,588,IoT,3069,179.18,High,FCFS,Static,3.74
JOB_4625,2024-01-04 05:04:00,2024-01-04 05:04:00,85.6,4325,3873,8.6,837,Enterprise DB,4829,676.19,Medium,Round Robin,Dynamic,2.26
JOB_4626,2024-01-04 05:05:00,2024-01-04 05:05:00,64.6,3393,480,6.44,196,IoT,2283,374.67,Medium,FCFS,Static,2.27
JOB_4627,2024-01-04 05:06:00,2024-01-04 05:06:00,36.53,1392,1628,6.58,45,IoT,1617,329.88,Medium,Priority-Based,Static,4.98
JOB_4628,2024-01-04 05:07:00,2024-01-04 05:07:00,50.05,886,4671,9.54,570,Cloud,624,466.67,Medium,FCFS,Static,1.87
JOB_4629,2024-01-04 05:08:00,2024-01-04 05:08:00,61.66,1749,3728,9.83,265,Social Media,2084,547.16,Low,Priority-Based,Dynamic,0.47
JOB_4630,2024-01-04 05:09:00,2024-01-04 05:09:00,50.85,3028,948,6.71,444,Social Media,1374,150.51,High,FCFS,Dynamic,2.69
JOB_4631,2024-01-04 05:10:00,2024-01-04 05:10:00,19.6,6373,4227,5.46,628,Enterprise DB,4454,710.69,Low,Round Robin,Static,4.42
JOB_4632,2024-01-04 05:11:00,2024-01-04 05:11:00,34.97,5003,2027,6.28,17,IoT,1262,884.12,High,FCFS,Dynamic,2.92
JOB_4633,2024-01-04 05:12:00,2024-01-04 05:12:00,74.19,4028,2265,4.13,757,Cloud,1484,285.21,High,FCFS,Dynamic,3.97
JOB_4634,2024-01-04 05:13:00,2024-01-04 05:13:00,78.91,6272,4386,9.88,187,Social Media,587,188.59,Low,Round Robin,Static,0.27
JOB_4635,2024-01-04 05:14:00,2024-01-04 05:14:00,20.98,1397,2221,7.2,251,Enterprise DB,1624,762.9,Medium,ASB-Dynamic-CapsNet,Static,3.37
JOB_4636,2024-01-04 05:15:00,2024-01-04 05:15:00,86.19,1210,4818,3.26,50,Social Media,242,191.71,Low,FCFS,Dynamic,0.4
JOB_4637,2024-01-04 05:16:00,2024-01-04 05:16:00,36.31,4195,3018,1.05,366,Enterprise DB,1236,50.84,Low,Priority-Based,Dynamic,2.78
JOB_4638,2024-01-04 05:17:00,2024-01-04 05:17:00,62.99,3186,4781,0.92,766,Social Media,4198,623.05,Low,FCFS,Dynamic,2.49
JOB_4639,2024-01-04 05:18:00,2024-01-04 05:18:00,70.15,7688,572,2.45,122,Enterprise DB,524,247.35,High,ASB-Dynamic-CapsNet,Dynamic,4.73
JOB_4640,2024-01-04 05:19:00,2024-01-04 05:19:00,74.96,6278,1887,2.71,886,Social Media,4319,180.09,Medium,Priority-Based,Dynamic,0.66
JOB_4641,2024-01-04 05:20:00,2024-01-04 05:20:00,85.66,7458,213,4.44,777,Social Media,1863,981.79,High,Round Robin,Dynamic,0.05
JOB_4642,2024-01-04 05:21:00,2024-01-04 05:21:00,35.03,5513,1436,2.54,175,IoT,4845,298.95,Low,Round Robin,Dynamic,0.69
JOB_4643,2024-01-04 05:22:00,2024-01-04 05:22:00,78.68,6846,438,6.49,513,Enterprise DB,2487,904.41,Low,Round Robin,Static,0.85
JOB_4644,2024-01-04 05:23:00,2024-01-04 05:23:00,20.53,5012,2385,2.51,863,Enterprise DB,3429,186.44,High,Priority-Based,Dynamic,1.25
JOB_4645,2024-01-04 05:24:00,2024-01-04 05:24:00,66.4,915,1296,2.28,87,IoT,4602,820.79,High,FCFS,Dynamic,4.08
JOB_4646,2024-01-04 05:25:00,2024-01-04 05:25:00,69.36,1971,178,4.98,728,IoT,1404,507.0,Medium,Priority-Based,Dynamic,1.88
JOB_4647,2024-01-04 05:26:00,2024-01-04 05:26:00,64.22,6131,4659,8.94,832,Social Media,3450,87.81,Low,Priority-Based,Dynamic,4.2
JOB_4648,2024-01-04 05:27:00,2024-01-04 05:27:00,30.19,4680,2752,4.95,887,Social Media,3804,736.27,High,ASB-Dynamic-CapsNet,Static,1.36
JOB_4649,2024-01-04 05:28:00,2024-01-04 05:28:00,79.84,4762,4757,4.43,205,Social Media,3579,893.15,High,Priority-Based,Static,4.3
JOB_4650,2024-01-04 05:29:00,2024-01-04 05:29:00,23.51,2931,4480,5.99,411,IoT,208,171.39,High,Round Robin,Static,0.04
JOB_4651,2024-01-04 05:30:00,2024-01-04 05:30:00,14.29,3015,4418,2.94,842,Social Media,1887,728.33,High,Priority-Based,Dynamic,4.67
JOB_4652,2024-01-04 05:31:00,2024-01-04 05:31:00,67.4,1595,2740,3.86,73,IoT,4661,450.6,Low,ASB-Dynamic-CapsNet,Dynamic,3.73
JOB_4653,2024-01-04 05:32:00,2024-01-04 05:32:00,48.04,1309,1356,2.53,661,Social Media,1075,756.33,Medium,Priority-Based,Static,2.06
JOB_4654,2024-01-04 05:33:00,2024-01-04 05:33:00,77.93,3544,927,5.93,895,IoT,708,716.79,High,Priority-Based,Static,2.89
JOB_4655,2024-01-04 05:34:00,2024-01-04 05:34:00,40.67,6140,2818,7.13,434,Enterprise DB,727,36.33,High,Round Robin,Dynamic,4.67
JOB_4656,2024-01-04 05:35:00,2024-01-04 05:35:00,23.46,6412,2910,6.9,51,Cloud,4460,186.93,Medium,Priority-Based,Dynamic,2.91
JOB_4657,2024-01-04 05:36:00,2024-01-04 05:36:00,76.92,7116,3485,2.92,382,Social Media,4096,476.32,Low,FCFS,Dynamic,1.14
JOB_4658,2024-01-04 05:37:00,2024-01-04 05:37:00,53.91,1492,2065,7.91,965,Social Media,3871,934.26,High,Round Robin,Static,2.86
JOB_4659,2024-01-04 05:38:00,2024-01-04 05:38:00,25.14,1781,2527,2.93,315,IoT,2425,348.65,Medium,ASB-Dynamic-CapsNet,Dynamic,4.36
JOB_4660,2024-01-04 05:39:00,2024-01-04 05:39:00,67.63,4870,2941,1.93,218,Enterprise DB,325,632.58,Medium,ASB-Dynamic-CapsNet,Static,4.94
JOB_4661,2024-01-04 05:40:00,2024-01-04 05:40:00,50.89,2273,713,3.82,476,Enterprise DB,4597,21.96,Low,ASB-Dynamic-CapsNet,Static,2.92
JOB_4662,2024-01-04 05:41:00,2024-01-04 05:41:00,58.35,7687,662,6.18,941,Social Media,1638,714.02,Medium,Priority-Based,Static,0.78
JOB_4663,2024-01-04 05:42:00,2024-01-04 05:42:00,46.87,4061,4926,1.85,313,IoT,4631,607.04,Low,FCFS,Dynamic,3.86
JOB_4664,2024-01-04 05:43:00,2024-01-04 05:43:00,76.3,4316,4452,6.66,976,IoT,4712,718.24,Medium,Round Robin,Dynamic,4.98
JOB_4665,2024-01-04 05:44:00,2024-01-04 05:44:00,76.37,7133,284,8.7,594,Cloud,295,905.61,High,FCFS,Static,2.37
JOB_4666,2024-01-04 05:45:00,2024-01-04 05:45:00,66.75,2256,2292,3.28,401,Enterprise DB,938,155.03,Low,FCFS,Static,1.92
JOB_4667,2024-01-04 05:46:00,2024-01-04 05:46:00,18.43,2873,4165,4.78,162,Cloud,2261,268.97,Medium,ASB-Dynamic-CapsNet,Static,2.76
JOB_4668,2024-01-04 05:47:00,2024-01-04 05:47:00,77.11,3076,345,2.67,656,Enterprise DB,4075,995.82,High,ASB-Dynamic-CapsNet,Dynamic,0.82
JOB_4669,2024-01-04 05:48:00,2024-01-04 05:48:00,63.68,1391,4186,3.93,371,Social Media,50,164.72,Medium,FCFS,Dynamic,4.86
JOB_4670,2024-01-04 05:49:00,2024-01-04 05:49:00,65.76,4684,2334,0.71,273,Social Media,2960,723.42,High,FCFS,Dynamic,4.19
JOB_4671,2024-01-04 05:50:00,2024-01-04 05:50:00,39.04,7129,965,9.56,225,IoT,2234,727.83,Low,Round Robin,Static,0.56
JOB_4672,2024-01-04 05:51:00,2024-01-04 05:51:00,80.34,1207,2187,4.45,730,IoT,4296,686.16,High,ASB-Dynamic-CapsNet,Dynamic,4.73
JOB_4673,2024-01-04 05:52:00,2024-01-04 05:52:00,68.03,2897,700,7.99,725,IoT,3301,235.17,Medium,ASB-Dynamic-CapsNet,Dynamic,4.71
JOB_4674,2024-01-04 05:53:00,2024-01-04 05:53:00,19.01,7751,3133,1.86,631,Enterprise DB,3101,222.98,High,Priority-Based,Dynamic,1.58
JOB_4675,2024-01-04 05:54:00,2024-01-04 05:54:00,42.62,4982,2156,8.22,552,IoT,1560,669.68,High,ASB-Dynamic-CapsNet,Dynamic,3.1
JOB_4676,2024-01-04 05:55:00,2024-01-04 05:55:00,80.91,2634,2231,8.67,533,Social Media,3821,194.39,Low,Round Robin,Static,0.55
JOB_4677,2024-01-04 05:56:00,2024-01-04 05:56:00,13.78,2854,632,7.3,648,Cloud,1178,664.95,High,Priority-Based,Dynamic,0.42
JOB_4678,2024-01-04 05:57:00,2024-01-04 05:57:00,86.91,6469,2142,9.08,834,Social Media,747,497.6,High,Round Robin,Dynamic,2.51
JOB_4679,2024-01-04 05:58:00,2024-01-04 05:58:00,64.33,5773,457,2.09,203,Social Media,1138,392.76,Medium,ASB-Dynamic-CapsNet,Static,0.25
JOB_4680,2024-01-04 05:59:00,2024-01-04 05:59:00,60.51,5035,477,5.03,661,Social Media,2469,307.23,Medium,ASB-Dynamic-CapsNet,Static,4.37
JOB_4681,2024-01-04 06:00:00,2024-01-04 06:00:00,31.64,7383,2319,6.39,36,Cloud,2678,948.1,Low,FCFS,Dynamic,4.64
JOB_4682,2024-01-04 06:01:00,2024-01-04 06:01:00,29.9,6907,4588,6.16,55,Social Media,3839,513.01,Low,FCFS,Dynamic,0.34
JOB_4683,2024-01-04 06:02:00,2024-01-04 06:02:00,85.36,1476,4897,8.68,656,Enterprise DB,735,565.64,Low,Round Robin,Static,0.24
JOB_4684,2024-01-04 06:03:00,2024-01-04 06:03:00,33.86,1234,3407,2.55,838,Enterprise DB,2806,949.76,Medium,Priority-Based,Static,1.11
